field;region;land_type;fertility_score;season;crop;crop_predecessor;crop_yearold;area;hybrid;reproduction;seed_origin;technology;yield_plan;p2o5;k2o;humus;ph
40.14.08.011.00;Калуга;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;11,46;;;;;4,40;85,00;155,00;3,20;5,90
40.14.08.012.00;Калуга;пашня;3;2023;Кл.кр.+тим.пр.лет корм;Кл.кр.+тим.пр.лет корм;3;65,18;;;;;4,40;40,00;60,00;2,60;4,70
40.14.08.013.00;Калуга;пашня;3;2023;Кл.кр.+тим.пр.лет корм;Кл.кр.+тим.пр.лет корм;3;28,99;;;;;4,40;49,00;62,00;1,50;4,50
40.14.08.014.01;Калуга;пашня;3;2023;Оз.пшеница мягкая;Люцерна пр.лет корм;;50,48;Льговская 4;РС-2;Свои;классическая с плугом;4,90;44,00;60,00;1,20;4,90
40.14.08.014.02;Калуга;пашня;3;2023;Яр.пшеница мягкая;Люцерна пр.лет корм;;17,21;Тризо;РС-1;Свои;классическая с плугом;4,60;44,00;60,00;1,20;4,90
40.14.08.015.00;Калуга;пашня;3;2023;Яр.пшеница мягкая;Кукуруза силос;;16,06;Тризо;РС-1;Свои;классическая с плугом;4,60;27,00;71,00;1,90;4,40
40.14.08.016.00;Калуга;пашня;3;2023;Яр.пшеница мягкая;Кукуруза силос;;25,88;Тризо;РС-1;Свои;классическая с плугом;4,60;42,00;85,00;1,70;4,80
40.14.08.017.00;Калуга;пашня;3;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;4;15,03;;;Покупные;классическая с плугом;4,40;106,00;72,00;1,80;5,30
40.14.08.018.00;Калуга;пашня;3;2023;Яр.пшеница мягкая;Кукуруза силос;;86,73;Тризо;РС-1;Свои;классическая с плугом;4,60;115,00;177,00;2,20;5,10
40.14.08.019.00;Калуга;пашня;3;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;5;56,16;;;;;4,40;117,00;74,00;2,30;5,40
40.14.08.020.00;Калуга;пашня;3;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;5;52,74;;;;;4,40;133,00;75,00;1,80;5,40
40.14.08.021.00;Калуга;пашня;3;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;5;27,61;;;;;4,40;168,00;113,00;1,70;5,00
40.14.08.022.00;Калуга;пашня;3;2023;Кукуруза силос;Кукуруза силос;;15,13;;;;;7,65;280,00;288,00;2,80;6,00
40.14.08.023.00;Калуга;пашня;3;2023;Яр.пшеница мягкая;Кукуруза силос;;25,01;Тризо;РС-1;Свои;классическая с плугом;4,60;223,00;237,00;2,90;5,80
40.14.08.024.00;Калуга;пашня;3;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;5;71,72;;;;;4,40;96,00;60,00;1,40;4,90
40.14.08.025.00;Калуга;пашня;3;2023;Кукуруза силос;Люцерна пр.лет корм;;51,74;;;;;7,65;86,00;73,00;1,80;5,20
40.14.08.026.01;Калуга;пашня;3;2023;Кукуруза силос;Пар;;42,57;;;;;7,65;85,50;178,00;1,65;5,20
40.14.08.026.02;Калуга;пашня;3;2023;Пар;Кукуруза силос;;55,77;;;;;;85,50;178,00;1,65;5,20
40.14.08.027.00;Калуга;пашня;3;2023;Кукуруза силос;Пар;;19,86;;;;;7,65;258,00;274,00;2,80;5,70
40.14.08.028.00;Калуга;пашня;3;2023;Кукуруза силос;Пар;;55,05;;;;;7,65;229,00;253,00;2,60;5,60
40.14.08.029.00;Калуга;пашня;3;2023;Кукуруза силос;Кукуруза силос;;11,93;;;;;7,65;112,00;245,00;2,20;5,50
40.14.08.030.00;Калуга;пашня;3;2023;Пар;Кукуруза силос;;18,68;;;;;;76,00;108,00;1,80;5,10
40.14.08.031.00;Калуга;пашня;3;2023;Пар;Кукуруза силос;;4,41;;;;;;108,00;262,00;2,30;5,00
40.14.08.032.00;Калуга;пашня;3;2023;Пар;Кукуруза силос;;26,20;;;;;;128,00;290,00;2,30;5,30
40.14.08.033.00;Калуга;пашня;3;2023;Пар;Кукуруза силос;;10,66;;;;;;106,00;265,00;2,10;4,70
40.14.08.034.00;Калуга;пашня;3;2023;Кл.кр.+тим.пр.лет корм;Кл.кр.+тим.пр.лет корм;3;27,07;;;;;4,40;168,00;168,00;2,00;5,20
40.14.08.035.00;Калуга;пашня;3;2023;Кл.кр.+тим.пр.лет корм;Кл.кр.+тим.пр.лет корм;3;42,80;;;;;4,40;78,00;89,00;1,90;5,00
40.14.08.036.00;Калуга;пашня;3;2023;Кл.кр.+тим.пр.лет корм;Кл.кр.+тим.пр.лет корм;3;8,22;;;;;4,40;47,00;88,00;1,80;5,40
40.14.08.037.00;Калуга;пашня;3;2023;Кл.кр.+тим.пр.лет корм;Кл.кр.+тим.пр.лет корм;3;37,37;;;;;4,40;74,00;53,00;1,80;5,70
40.14.08.038.00;Калуга;пашня;3;2023;Кл.кр.+тим.пр.лет корм;Кл.кр.+тим.пр.лет корм;3;7,97;;;;;4,40;31,00;54,00;1,60;4,90
40.14.08.039.00;Калуга;пашня;3;2023;Кл.кр.+тим.пр.лет корм;Кл.кр.+тим.пр.лет корм;3;36,24;;;;;4,40;87,00;47,00;2,20;5,90
40.14.08.040.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.пшеница мягкая;;4,46;;;;;4,80;45,00;63,00;1,90;5,60
40.14.08.041.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.пшеница мягкая;;123,20;;;;;4,80;88,00;87,00;1,90;5,00
40.14.08.042.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.пшеница мягкая;;10,69;;;;;4,80;230,00;88,00;2,50;5,80
40.14.08.043.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.пшеница мягкая;;24,05;;;;;4,80;173,00;107,00;1,60;5,60
40.14.08.044.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.пшеница мягкая;;32,32;;;;;4,80;142,00;87,00;1,70;5,60
40.14.08.045.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.пшеница мягкая;;11,25;;;;;4,80;9,00;79,00;1,60;4,30
40.14.08.046.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.пшеница мягкая;;21,76;;;;;4,80;27,00;71,00;2,10;5,10
40.14.08.047.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.пшеница мягкая;;32,46;;;;;4,80;15,00;65,00;1,70;4,90
40.14.08.048.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.пшеница мягкая;;91,22;;;;;4,80;44,00;58,00;1,50;4,80
40.14.08.049.00;Калуга;пашня;3;2023;Одн.тр.райграс одн.с подс.(кл.кр.+тим.корм)корм;Яр.ячмень;;100,70;;;;;4,80;55,00;61,00;1,60;5,10
40.14.08.050.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;18,13;;;;;;;;;
40.14.08.051.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;2,39;;;;;;;;;
40.14.08.052.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;6,75;;;;;;;;;
40.14.08.053.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;14,40;;;;;;;;;
40.14.08.054.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;6,80;;;;;;;;;
40.14.08.055.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;15,25;;;;;;;;;
40.14.08.056.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;9,96;;;;;;;;;
40.14.08.057.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;3,22;;;;;;;;;
40.14.08.058.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;23,24;;;;;;;;;
40.14.08.059.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;5,40;;;;;;;;;
40.14.08.060.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;1,41;;;;;;;;;
40.14.08.061.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;1,42;;;;;;;;;
40.14.08.062.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;2,37;;;;;;;;;
40.14.08.063.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;4,06;;;;;;;;;
40.14.08.064.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;8,53;;;;;;;;;
40.14.08.065.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;6,40;;;;;;;;;
40.14.08.066.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;13,12;;;;;;;;;
40.14.08.067.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;38,36;;;;;;;;;
40.14.08.068.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;78,65;;;;;;;;;
40.14.08.069.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;5,35;;;;;;;;;
40.14.08.070.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;3,34;;;;;;;;;
40.14.08.071.00;Калуга;пашня;0;2023;Залежь, лес;Залежь, лес;;11,80;;;;;;;;;
40.16.01.001.00;Калуга;пашня;4;2023;Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж;Оз.пшеница мягкая;;40,60;Смесь сортов;;Свои + покупные;классическая с плугом;;83,00;95,00;1,60;5,40
40.16.01.002.00;Калуга;пашня;4;2023;Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж;Оз.пшеница мягкая;;16,82;Смесь сортов;;Свои + покупные;классическая с плугом;;65,00;55,00;1,80;5,30
40.16.01.003.00;Калуга;пашня;4;2023;Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж;Оз.пшеница мягкая;;6,51;Смесь сортов;;Свои + покупные;классическая с плугом;;67,00;65,00;1,50;4,50
40.16.01.004.00;Калуга;пашня;4;2023;Мн.тр.разн.бот.сост.пр.лет корм;Мн.тр.разн.бот.сост.пр.лет корм;0;15,61;;;;;3,00;208,00;74,00;2,00;5,30
40.16.03.001.01;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;24,30;;;;;;83,50;95,50;2,50;5,90
40.16.03.001.02;Калуга;пашня;4;2023;Оз.пшеница мягкая;Пар;;6,86;Московская 39;;Свои;классическая с плугом;1,98;83,50;95,50;2,50;5,90
40.16.03.002.01;Калуга;пашня;4;2023;Оз.пшеница мягкая;Клевер кр.пр.лет корм;;117,59;Московская 39;;Свои;классическая с плугом;1,98;173,00;96,00;1,80;5,70
40.16.03.002.02;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;52,38;;;;;;173,00;96,00;1,80;5,70
40.16.03.003.00;Калуга;пашня;4;2023;Пар;Пар;;1,43;;;;;;188,00;134,00;1,30;6,00
40.16.03.004.00;Калуга;пашня;4;2023;Мн.тр.разн.бот.сост.пр.лет корм;Мн.травосм.1 г.ж.корм;2;26,06;;;;;3,00;241,00;102,00;1,70;5,90
40.16.03.005.01;Калуга;пашня;4;2023;Мн.тр.разн.бот.сост.пр.лет корм;Мн.тр.разн.бот.сост.пр.лет корм;0;17,51;;;;;3,00;284,00;92,00;1,70;6,10
40.16.03.005.02;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;41,96;;;;;;284,00;92,00;1,70;6,10
40.16.03.006.01;Калуга;пашня;4;2023;Кормовые бобы;"Гречиха; Одн.тр.райграс одн.корм";;56,57;;;Покупные;классическая с плугом;1,20;46,00;71,00;1,60;5,20
40.16.03.006.02;Калуга;пашня;2;2023;Залежь, кустарник;Залежь, кустарник;;18,53;;;;;;46,00;71,00;1,60;5,20
40.16.03.007.01;Калуга;пашня;4;2023;Кормовые бобы;Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж;;26,45;;;Покупные;классическая с плугом;1,20;145,00;68,00;1,70;5,50
40.16.03.007.02;Калуга;пашня;4;2023;Залежь, кустарник;Залежь, кустарник;;47,01;;;;;;145,00;68,00;1,70;5,50
40.16.03.008.01;Калуга;пашня;4;2023;Оз.пшеница мягкая;Пар;;33,51;Московская 39;;Свои;классическая с плугом;1,98;71,00;120,00;2,60;5,20
40.16.03.008.02;Калуга;пашня;4;2023;Пар;Пар;;3,67;;;;;;71,00;120,00;2,60;5,20
40.16.03.009.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж;2;23,97;;;;;3,07;99,00;85,00;1,70;4,90
40.16.03.010.01;Калуга;пашня;4;2023;Пар;Одн.тр.овёс корм;;15,50;Макс;ЭС;Покупные;;;239,50;122,00;1,65;5,30
40.16.03.010.02;Калуга;пашня;4;2023;Пар;Залежь, кустарник;;11,25;Макс;ЭС;Покупные;;;239,50;122,00;1,65;5,30
40.16.03.011.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;20,44;;;;;;;;;
40.16.03.012.01;Калуга;пашня;4;2023;Кормовые бобы;Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж;;7,75;;ЭС;Покупные;классическая с плугом;1,20;62,00;79,00;2,00;4,80
40.16.03.012.02;Калуга;пашня;3;2023;Залежь;Пар;;2,92;;;Покупные;;;62,00;79,00;2,00;4,80
40.16.03.013.00;Калуга;пашня;4;2023;Кормовые бобы;"Кормовые бобы; Соя";;17,76;(нет сорта);;Покупные;классическая с плугом;1,20;123,00;76,00;1,90;5,70
40.16.03.014.00;Калуга;пашня;4;2023;Залежь, кустарник;Залежь, кустарник;;22,26;;;;;;;;;
40.16.03.015.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;2,03;;;;;;;;;
40.16.03.016.01;Калуга;пашня;4;2023;Пар;Пар;;6,56;(нет сорта);;Свои;классическая с плугом;;218,00;71,00;2,15;6,30
40.16.03.016.02;Калуга;пашня;4;2023;Пар;Пар;;6,19;(нет сорта);;Свои;классическая с плугом;;218,00;71,00;2,15;6,30
40.16.03.016.03;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;11,46;;;;;;218,00;71,00;2,15;6,30
40.16.03.017.00;Калуга;пашня;4;2023;Залежь, кустарник;Залежь, кустарник;;33,00;;;;;;;;;
40.16.03.018.01;Калуга;пашня;4;2023;Пар;Одн.тр.овёс корм;;18,56;Макс;ЭС;Покупные;;;88,00;67,00;1,50;5,40
40.16.03.018.02;Калуга;пашня;4;2023;Пар;Пар;;7,46;;;;;;88,00;67,00;1,50;5,40
40.16.05.001.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;9,72;;;;;;;;;
40.16.05.002.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;28,51;;;;;;;;;
40.16.05.003.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;8,08;;;;;;;;;
40.16.05.004.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;5,20;;;;;;;;;
40.16.05.005.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;2,47;;;;;;;;;
40.16.05.006.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;5,56;;;;;;;;;
40.16.05.007.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;4,52;;;;;;;;;
40.16.05.008.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;5,63;;;;;;;;;
40.16.05.009.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;260,51;;;;;;;;;
40.16.05.010.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;0,80;;;;;;;;;
40.16.05.011.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;31,41;;;;;;;;;
40.16.05.012.01;Калуга;пашня;4;2023;Мн.тр.разн.бот.сост.пр.лет корм;Мн.травосм.пр.лет корм;0;30,02;Московская 39;;Свои;классическая с плугом;3,00;137,00;103,00;1,50;5,10
40.16.05.012.02;Калуга;пашня;2;2023;Залежь, лес;Залежь, лес;;21,45;;;;;;137,00;103,00;1,50;5,10
40.16.05.012.03;Калуга;пашня;4;2023;Мн.тр.разн.бот.сост.пр.лет корм;Мн.травосм.пр.лет корм;2;55,87;Московская 39;;Свои;классическая с плугом;3,00;137,00;103,00;1,50;5,10
40.16.05.013.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;7,54;;;;;;;;;
40.16.05.014.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;10,50;;;;;;;;;
40.16.05.015.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;223,74;;;;;;;;;
40.16.05.016.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;16,07;;;;;;;;;
40.16.05.017.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;48,98;;;;;;;;;
40.16.05.018.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;8,80;;;;;;;;;
40.16.05.019.01;Калуга;пашня;4;2023;Мн.тр.разн.бот.сост.пр.лет корм;Мн.травосм.пр.лет корм;2;13,21;Московская 39;;Свои;классическая с плугом;3,00;187,00;117,00;1,40;4,90
40.16.05.019.02;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;33,00;;;;;;187,00;117,00;1,40;4,90
40.16.05.020.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;84,21;;;;;;;;;
40.16.05.021.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;7,47;;;;;;;;;
40.16.05.022.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;59,80;;;;;;;;;
40.16.05.023.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;92,83;;;;;;;;;
40.16.05.024.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;72,61;;;;;;;;;
40.16.05.025.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;25,57;;;;;;;;;
40.16.05.026.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;14,15;;;;;;;;;
40.16.05.027.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;49,03;;;;;;;;;
40.16.05.028.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;3,35;;;;;;;;;
40.16.05.029.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;36,29;;;;;;;;;
40.16.05.030.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;83,96;;;;;;;;;
40.16.05.031.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;23,70;;;;;;;;;
40.16.05.032.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;2,89;;;;;;;;;
40.16.05.033.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;123,11;;;;;;;;;
40.16.05.034.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;20,16;;;;;;;;;
40.16.05.035.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;109,15;;;;;;;;;
40.16.08.001.00;Калуга;пашня;4;2023;Кукуруза силос;Одн.тр.овёс корм;;45,11;Каскад 166;;Покупные;классическая с плугом;4,68;146,00;61,00;2,10;5,10
40.16.08.002.00;Калуга;пашня;4;2023;Кукуруза силос;Одн.тр.овёс корм;;4,32;Золотой початок 147 МВ;;Покупные;классическая с плугом;4,68;135,00;185,00;1,80;4,50
40.16.08.003.00;Калуга;пашня;4;2023;Пастбище на пашне;Одн.тр.овёс с подс.(мн.травосм.корм)корм;;13,79;;;;;;136,00;65,00;1,90;5,60
40.16.08.004.00;Калуга;пашня;4;2023;Кукуруза силос;Одн.тр.овёс с подс.(мн.травосм.корм)корм;;3,81;Каскад 166;;Покупные;;4,68;98,00;113,00;2,10;5,90
40.16.08.005.00;Калуга;пашня;4;2023;Кукуруза силос;Смесь зерн.и зернобоб.фураж;;25,71;Золотой початок 147 МВ;;Покупные;классическая с плугом;4,68;49,00;52,00;1,30;5,10
40.16.08.006.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;3,10;;;;;;71,00;109,00;2,10;5,80
40.16.08.007.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;46,99;;;;;;79,00;71,00;2,20;5,50
40.16.08.008.01;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;75,25;;;;;;125,00;124,00;2,40;5,60
40.16.08.008.02;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;10,32;;;;;;125,00;124,00;2,40;5,60
40.16.08.008.03;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;8,31;;;;;;125,00;124,00;2,40;5,60
40.16.08.009.00;Калуга;пашня;4;2023;Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж;Кукуруза силос;;29,11;Смесь сортов;Смесь репродукций;Свои + покупные;классическая с плугом;;212,00;71,00;2,20;5,40
40.16.08.010.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Клевер кр.пр.лет корм;3;55,18;;;;;3,07;54,00;75,00;1,60;5,20
40.16.08.011.00;Калуга;пашня;4;2023;Кукуруза силос;Оз.пшеница мягкая;;23,77;Каскад 166;;Покупные;классическая с плугом;4,68;150,00;66,00;1,50;5,20
40.16.08.012.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;19,47;;;;;;79,00;95,00;2,10;5,00
40.16.08.013.00;Калуга;пашня;4;2023;Мн.тр.разн.бот.сост.пр.лет корм;Мн.травосм.1 г.ж.корм;2;14,58;;;;;3,00;110,00;95,00;2,90;5,20
40.16.08.014.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Одн.тр.овёс корм;2;4,51;;;;;3,07;40,00;40,00;1,40;4,30
40.16.08.015.00;Калуга;пашня;4;2023;Залежь;Залежь;;3,41;;;;;;;;;
40.16.08.016.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Одн.тр.овёс корм;2;8,60;;;;;3,07;58,00;48,00;1,80;4,80
40.16.08.017.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Одн.тр.овёс корм;2;6,60;;;;;3,07;49,00;52,00;1,90;4,60
40.16.08.018.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Одн.тр.овёс корм;2;26,54;;;;;3,07;41,00;43,00;1,90;5,00
40.16.08.019.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;1,41;;;;;;;;;
40.16.08.020.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Одн.тр.овёс корм;2;4,65;;;;;3,07;55,00;46,00;2,00;4,60
40.16.08.021.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Одн.тр.овёс корм;2;19,80;;;;;3,07;81,00;60,00;1,50;4,90
40.16.08.022.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Одн.тр.овёс корм;2;37,01;;;;;3,07;48,00;62,00;1,70;4,50
40.16.08.023.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;9,38;;;Покупные;классическая с плугом;;;;;
40.16.08.024.01;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;10,08;;;Покупные;классическая с плугом;;;;;
40.16.08.024.02;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;17,40;;;Покупные;классическая с плугом;;;;;
40.16.08.025.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;32,00;;;;;;280,00;118,00;2,30;4,90
40.16.08.026.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;10,42;;;;;;152,00;145,00;2,20;4,60
40.16.08.027.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;5,82;;;;;;;;;
40.16.08.028.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;3,81;;;;;;;;;
40.16.08.029.00;Калуга;пашня;4;2023;Залежь, кустарник;Залежь, кустарник;;40,96;;;;;;;;;
40.16.08.030.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;2,61;;;;;;;;;
40.16.08.031.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;13,70;;;;;;;;;
40.16.08.032.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж;2;59,80;;;;;3,07;147,00;147,50;2,15;5,35
40.16.08.033.00;Калуга;пашня;4;2023;Клевер кр.пр.лет корм;Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж;2;7,05;;;Свои;классическая с плугом;3,07;217,00;133,00;2,60;5,60
40.16.08.035.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;9,00;;;;;;99,00;108,00;2,10;5,30
40.16.08.036.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;51,29;;;;;;64,00;103,00;2,10;5,40
40.16.08.037.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;3,44;;;;;;53,00;107,00;2,40;4,50
40.16.08.038.01;Калуга;пашня;2;2023;Залежь, кустарник;Залежь, кустарник;;15,63;;;;;;;;;
40.16.08.038.02;Калуга;пашня;4;2023;Площадка под корма;Площадка под корма;;4,09;;;;;;;;;
40.16.08.038.03;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;17,75;;;;;;;;;
40.16.08.038.04;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;5,70;;;;;;;;;
40.16.08.039.00;Калуга;пашня;4;2023;Пастбище на пашне;Клевер кр.пр.лет корм;;9,76;;;;;;145,00;163,00;2,00;4,50
40.16.08.040.00;Калуга;пашня;4;2023;Пар;Пар;;4,65;;;;;;;;;
40.16.08.041.00;Калуга;пашня;4;2023;Мн.травосм.1 г.ж.корм;Пастбище на пашне;1;14,42;;;;;;126,00;124,00;2,20;4,80
40.16.08.042.00;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;58,30;;;;;;108,00;61,00;2,30;5,50
40.16.08.043.01;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;6,96;;;;;;168,00;67,50;1,55;4,85
40.16.08.043.02;Калуга;пашня;4;2023;Пастбище на пашне;Пастбище на пашне;;14,84;;;;;;168,00;67,50;1,55;4,85
40.16.08.044.00;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;15,47;;;;;;;;;
40.16.08.045.01;Калуга;пашня;4;2023;Мн.травосм.1 г.ж.корм;Оз.пшеница мягкая;1;8,76;;;Свои;классическая с плугом;;;;;
40.16.08.045.02;Калуга;пашня;4;2023;Залежь, лес;Залежь, лес;;51,51;;;;классическая с плугом;;;;;
40.16.08.046.00;Калуга;пашня;4;2023;Кукуруза силос;Клевер кр.пр.лет корм;;52,22;Каскад 166;;Покупные;;4,68;50,00;55,00;1,87;5,18
40.16.08.049.00;Калуга;пашня;4;2023;Кукуруза силос;Клевер кр.пр.лет корм;;5,52;;;;;4,68;122,00;84,00;1,90;5,00
40.16.08.050.00;Калуга;пашня;4;2023;Одн.тр.(смеси з.и з.б.)с подс.(кл.кр.+тим.корм)корм;Кукуруза силос;;64,62;Смесь сортов;Смесь репродукций;Свои + покупные;;;44,50;54,00;1,80;5,20
40.16.08.051.01;Калуга;пашня;4;2023;Мн.тр.разн.бот.сост.пр.лет корм;Мн.травосм.1 г.ж.корм;2;6,41;;;;;3,00;38,00;79,50;2,20;4,85
