field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph
40.16.09.010.01,Калуга,пашня,4.0,2023,Клевер кр.пр.лет корм,Клевер кр.пр.лет корм,3.0,14.6,,,,,3.07,201.3,79.2,2.64,6.38
40.16.09.010.02,Калуга,пашня,4.0,2023,"Залежь, лес","Залежь, лес",,5.63,,,,,,201.3,79.2,2.64,6.38
40.16.09.011.00,Калуга,пашня,4.0,2023,Пастбище на пашне,Пастбище на пашне,,14.31,,,,,,83.6,71.5,1.54,5.83
40.16.09.013.01,Калуга,пашня,4.0,2023,"Залежь, кустарник","Залежь, кустарник",,23.02,,,,,,196.9,149.6,2.2,6.82
40.16.09.013.02,Калуга,пашня,4.0,2023,Пастбище на пашне,Одн.тр.овёс с подс.(мн.травосм.корм)корм,,6.93,,,,,,196.9,149.6,2.2,6.82
40.16.09.015.00,Калуга,пашня,4.0,2023,Мн.тр.разн.бот.сост.пр.лет корм,Мн.тр.разн.бот.сост.пр.лет корм,0.0,57.56,,,,,3.0,75.9,115.5,1.65,4.95
40.16.09.016.00,Калуга,пашня,4.0,2023,Мн.тр.разн.бот.сост.пр.лет корм,Клевер кр.пр.лет корм,3.0,8.31,,,,,3.0,151.8,92.4,2.42,6.05
40.16.09.017.01,Калуга,пашня,4.0,2023,Мн.тр.разн.бот.сост.пр.лет корм,Клевер кр.пр.лет корм,3.0,21.32,,,,,3.0,85.8,112.2,1.76,5.61
40.16.09.017.02,Калуга,пашня,2.0,2023,"Залежь, кустарник","Залежь, кустарник",,11.46,,,,,,85.8,112.2,1.76,5.61
40.16.11.001.00,Калуга,пашня,4.0,2023,Одн.тр.(смеси з.и з.б.)с подс.(кл.кр.+тим.корм)корм,Оз.пшеница спельта,,7.77,Смесь сортов,,Свои + покупные,,,100.1,149.6,1.76,5.5
40.16.11.002.00,Калуга,пашня,4.0,2023,Одн.тр.(смеси з.и з.б.)с подс.(кл.кр.+тим.корм)корм,Смесь зерн.и зернобоб.с подс.(мн.травосм.корм)фураж,,4.99,Смесь сортов,,Свои + покупные,,,63.8,68.2,1.54,5.06
40.16.11.003.01,Калуга,пашня,4.0,2023,Кормовые бобы,Оз.пшеница спельта,,22.36,,,Покупные,,1.2,84.33,92.77,1.5,5.72
40.16.11.003.02,Калуга,пашня,4.0,2023,Кормовые бобы,Оз.пшеница спельта,,28.63,,,Покупные,классическая с плугом,1.2,84.33,92.77,1.5,5.72
40.16.11.003.03,Калуга,пашня,4.0,2023,Одн.тр.оз.пшеница мягк.корм,Пар,,70.27,Московская 39,,Свои,классическая с плугом,,84.33,92.77,1.5,5.72
40.16.11.003.04,Калуга,пашня,4.0,2023,"Залежь, лес","Залежь, лес",,49.79,,,,,,84.33,92.77,1.5,5.72
16.13.16.009.00,Татарстан,пашня,5.0,2023,Пастбище на пашне,Пастбище на пашне,,44.76,,,,,,151.25,196.35,7.37,7.04
16.13.16.010.00,Татарстан,пашня,5.0,2023,Пастбище на пашне,Пастбище на пашне,,182.18,,,,,,112.81,276.1,8.14,7.13
16.13.16.012.00,Татарстан,пашня,5.0,2023,Пастбище на пашне,Пастбище на пашне,,41.29,,,,,,69.85,215.6,7.04,7.81
16.13.16.013.00,Татарстан,пашня,5.0,2023,Пастбище на пашне,Пастбище на пашне,,18.76,,,,,,178.2,229.9,7.26,6.93
16.13.16.014.00,Татарстан,пашня,5.0,2023,Пастбище на пашне,Пастбище на пашне,,23.29,,,,,,180.4,209.0,7.26,6.82
56.28.07.011.00,Оренбург,пастбище естественное,1.0,2023,Пастбище естественное,Пастбище естественное,,1100.3,,,,,,81.52,214.99,8.03,7.71
56.28.10.001.00,Оренбург,пашня,5.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,8.0,174.19,,,,,2.5,72.6,78.98,8.03,7.37
56.28.10.002.00,Оренбург,пашня,4.0,2023,Яр.ячмень с подс.(мн.травосм.корм),Эсп.+костр.пр.лет корм,,56.39,Песчаный 1251,,,,2.5,72.6,76.45,7.37,7.92
56.28.10.003.01,Оренбург,пашня,4.0,2023,Одн.тр.овёс с подс.(мн.травосм.корм)корм,Эсп.+костр.пр.лет корм,,166.0,,,,,2.5,322.45,187.0,8.69,6.11
56.28.10.003.02,Оренбург,пашня,4.0,2023,Эспарцет пр.лет корм,Эсп.+костр.пр.лет корм,8.0,39.17,Песчаный 1251,,,,,322.45,187.0,8.69,6.11
56.28.10.004.00,Оренбург,пашня,5.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,8.0,53.02,,,,,2.5,75.9,67.43,7.7,7.04
56.28.10.005.00,Оренбург,пашня,5.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,7.0,36.55,,,,,2.5,79.2,88.88,6.93,6.82
56.28.10.006.00,Оренбург,пашня,4.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,7.0,184.8,,,,,2.5,79.2,80.3,7.26,7.92
56.28.10.013.00,Оренбург,пашня,4.0,2023,Мн.травосм.пр.лет корм,Мн.травосм.пр.лет корм,4.0,112.3,,,,,2.5,72.6,71.83,8.14,7.15
56.28.10.016.00,Оренбург,пашня,4.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,7.0,53.9,,,,,2.5,89.1,76.78,7.92,7.81
56.28.10.017.00,Оренбург,пашня,4.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,7.0,36.19,,,,,2.5,62.7,77.0,7.92,7.37
56.28.10.018.00,Оренбург,пашня,4.0,2023,Мн.травосм.пр.лет корм,Овёс с подс.(мн.травосм.корм),2.0,99.58,,,,,2.5,72.6,83.6,8.03,7.48
56.28.10.019.00,Оренбург,пашня,4.0,2023,Люц.+кострец пр.лет корм,Люц.+кострец пр.лет корм,7.0,99.29,,,,,2.5,69.3,85.58,7.48,8.14
56.28.10.020.00,Оренбург,пашня,4.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,7.0,46.89,,,,,2.5,95.7,90.2,7.92,7.92
56.28.10.021.00,Оренбург,пашня,4.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,7.0,97.39,,,,,2.5,72.6,92.73,7.92,8.58
56.28.10.026.00,Оренбург,пашня,3.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,7.0,70.14,,,,,2.5,75.9,75.9,6.93,7.81
16.13.16.011.00,Татарстан,пашня,5.0,2023,Мн.травосм.пр.лет корм,Мн.травосм.пр.лет корм,0.0,89.28,,,,,2.5,272.53,276.1,7.59,7.73
56.28.03.001.00,Оренбург,пашня,4.0,2023,"Одн.тр.могар корм,подст.",Горчица белая; Залежь,,66.6,Бельский,РС-1,Покупные,классическая с плугом,2.5,72.6,63.03,6.16,8.69
56.28.03.002.00,Оренбург,пашня,4.0,2023,"Одн.тр.могар корм,подст.",Горчица белая,,49.05,Бельский,РС-1,Покупные,классическая с плугом,2.5,75.9,74.58,7.04,8.47
56.28.03.003.00,Оренбург,пашня,4.0,2023,Кукуруза силос,Эсп.+костр.пр.лет корм,,95.89,,,Покупные,классическая с плугом,4.0,56.1,87.45,6.82,8.14
56.28.03.004.00,Оренбург,пашня,4.0,2023,Эспарцет пр.лет корм,Эспарцет пр.лет корм,5.0,107.05,Песчаный 1251,,Покупные,классическая с плугом,3.5,59.4,88.88,6.49,8.03
56.28.03.005.00,Оренбург,пашня,2.0,2023,"Одн.тр.могар корм,подст.",Горчица белая,,74.6,Кинельская 100,,Покупные,классическая с плугом,2.5,72.6,65.45,6.38,8.8
56.28.03.006.00,Оренбург,пашня,4.0,2023,Подсолнечник,Эспарцет пр.лет корм,,27.75,Кинельская 100,,Покупные,классическая с плугом,1.89,56.1,85.25,7.26,8.36
56.28.03.007.00,Оренбург,пашня,3.0,2023,Подсолнечник,Одн.тр.сорго зерновое корм,,390.62,Сузука,F1,Покупные,классическая с плугом,1.89,59.4,74.25,7.59,8.25
56.28.03.008.00,Оренбург,пашня,4.0,2023,Кукуруза силос,Эсп.+костр.пр.лет корм,,65.24,,,Покупные,классическая с плугом,4.0,56.1,93.83,7.26,8.25
56.28.03.009.00,Оренбург,пашня,4.0,2023,Подсолнечник,Эспарцет пр.лет корм,,21.44,Сузука,F1,Покупные,классическая с плугом,1.89,95.7,116.05,8.58,7.7
56.28.03.010.00,Оренбург,пашня,4.0,2023,Подсолнечник,Эспарцет пр.лет корм,,104.27,Сузука,F1,Покупные,классическая с плугом,1.89,59.4,93.5,6.71,7.92
56.28.03.011.00,Оренбург,пашня,2.0,2023,Подсолнечник,Оз.пшеница мягкая,,131.1,Сузука,F1,Покупные,классическая с плугом,1.89,56.1,86.68,7.81,8.8
56.28.03.013.00,Оренбург,пашня,5.0,2023,"Одн.тр.могар корм,подст.",Горчица белая,,89.11,Кинельская 100,,Покупные,классическая с плугом,2.5,85.8,79.75,6.49,7.59
56.28.03.015.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4.0,36.81,Сарга,РС-1,Покупные,классическая с плугом,3.0,92.4,73.48,7.15,8.14
56.28.03.016.00,Оренбург,пашня,4.0,2023,Оз.пшеница мягкая,Одн.тр.(вика+овёс)корм,,74.55,Скипетр,РС-2,Свои,классическая с плугом,3.8,69.3,87.23,7.15,8.03
56.28.03.018.00,Оренбург,пашня,4.0,2023,Подсолнечник,Люцерна пр.лет корм,,11.96,,,Покупные,классическая с плугом,1.89,59.4,69.85,7.48,7.81
56.28.03.019.00,Оренбург,пашня,2.0,2023,Кукуруза силос,Кукуруза силос,,182.12,,,Покупные,классическая с плугом,4.0,75.9,103.73,7.7,8.14
56.28.03.020.00,Оренбург,пашня,4.0,2023,Оз.пшеница мягкая,Яр.ячмень; Пар,,145.5,Скипетр,РС-2,Свои,классическая с плугом,3.8,82.5,105.93,7.26,7.48
56.28.03.021.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,211.12,Сарга,РС-1,,,3.0,75.9,69.3,6.93,7.26
56.28.03.022.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,68.42,Сарга,РС-1,,,3.0,66.0,73.15,7.37,7.04
56.28.03.024.00,Оренбург,пашня,5.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4.0,10.64,Сарга,РС-1,Покупные,классическая с плугом,3.0,99.0,102.3,7.92,7.15
56.28.03.025.00,Оренбург,пашня,4.0,2023,"Одн.тр.могар корм,подст.",Яр.ячмень,,370.43,Бельский,РС-1,Покупные,минимальная,2.5,79.2,91.85,7.7,7.26
56.28.03.027.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4.0,92.07,Сарга,РС-1,Покупные,классическая с плугом,3.0,66.0,70.4,7.7,6.71
56.28.03.028.01,Оренбург,пашня,4.0,2023,Оз.пшеница мягкая,Одн.тр.(вика+овёс)корм,,271.68,Скипетр,РС-2,Свои,классическая с плугом,3.8,66.0,97.46,7.04,7.7
56.28.03.028.02,Оренбург,пашня,4.0,2023,Смесь зерн.фураж,Одн.тр.(вика+овёс)корм,,60.84,Смесь сортов,Смесь репродукций,Свои + покупные,классическая с плугом,,66.0,97.46,7.04,7.7
56.28.03.029.00,Оренбург,пашня,5.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,35.55,Сарга,РС-1,,,3.0,132.0,106.15,7.26,7.81
56.28.03.031.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,54.34,Сарга,РС-1,,,3.0,105.6,98.23,6.93,7.92
56.28.03.032.00,Оренбург,пашня,4.0,2023,Люцерна 1 г.ж.корм,Яр.ячмень,1.0,181.68,Сарга,,Покупные,классическая с плугом,1.0,85.8,75.35,6.71,7.7
56.28.03.033.00,Оренбург,пашня,5.0,2023,Пар,Яр.ячмень,,22.0,,,,,,75.9,78.1,8.03,6.82
56.28.03.034.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,87.95,Сарга,РС-1,,,3.0,72.6,74.58,6.93,7.15
56.28.03.035.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,42.8,Сарга,РС-1,,,3.0,75.9,73.7,7.37,6.93
56.28.03.036.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,101.41,Сарга,РС-1,Покупные,,3.0,69.3,68.53,6.49,7.26
56.28.03.037.01,Оренбург,пашня,4.0,2023,Чечевица,Яр.пшеница твёрдая; Пар,,90.0,Рэдкот,РСт,Свои,классическая с плугом,1.5,69.3,99.88,7.59,8.03
56.28.03.037.02,Оренбург,пашня,4.0,2023,Оз.пшеница мягкая,Яр.пшеница твёрдая; Пар,,50.78,Скипетр,РС-2,Свои,классическая с плугом,3.8,69.3,99.88,7.59,8.03
56.28.03.038.01,Оренбург,пашня,4.0,2023,Оз.пшеница мягкая,Пар,,75.65,Скипетр,РС-2,Свои,классическая с плугом,3.8,85.8,125.95,7.04,6.49
56.28.03.038.02,Оренбург,пашня,4.0,2023,Чечевица,Кукуруза силос,,54.0,Рэдкот,РСт,Свои,классическая с плугом,1.5,85.8,125.95,7.04,6.49
56.28.03.039.00,Оренбург,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,,205.98,,,Покупные,классическая с плугом,4.0,62.7,118.8,8.25,6.82
56.28.03.040.00,Оренбург,пашня,5.0,2023,Кукуруза силос,Яр.ячмень,,242.64,,,Покупные,классическая с плугом,4.0,62.7,92.4,8.36,6.93
56.28.03.041.00,Оренбург,пашня,5.0,2023,Кукуруза силос,Пар,,115.5,,,Покупные,классическая с плугом,4.0,72.6,91.85,7.04,7.48
56.28.03.042.00,Оренбург,пашня,5.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,97.0,Сарга,РС-1,,,3.0,66.0,75.13,6.82,6.93
56.28.03.043.00,Оренбург,пашня,4.0,2023,Эспарцет 1 г.ж.корм,Яр.ячмень,1.0,37.41,Песчаный 1251,,Покупные,классическая с плугом,1.0,122.1,89.98,6.71,8.03
56.28.03.044.00,Оренбург,пашня,5.0,2023,Эспарцет 1 г.ж.корм,Яр.ячмень,1.0,85.44,Песчаный 1251,,Покупные,классическая с плугом,1.0,82.5,75.13,7.04,7.59
56.28.03.045.00,Оренбург,пашня,4.0,2023,Эспарцет 1 г.ж.корм,Яр.ячмень,1.0,67.38,Песчаный 1251,,Покупные,классическая с плугом,1.0,79.2,74.8,7.15,7.81
56.28.03.046.00,Оренбург,пашня,4.0,2023,Люцерна 1 г.ж.корм,Яр.ячмень,1.0,30.94,Сарга,,Покупные,классическая с плугом,1.0,115.5,96.25,7.04,8.25
56.28.03.047.00,Оренбург,пашня,4.0,2023,Одн.тр.суданская тр.семена,Кукуруза силос; Пар,,123.38,Кинельская 100,РС-1,Покупные,классическая с плугом,,89.1,122.98,7.15,7.48
56.28.03.048.01,Оренбург,пашня,3.0,2023,Одн.тр.суданская тр.семена,Подсолнечник,,107.48,Девятка,РС-1,Покупные,классическая с плугом,,82.5,118.8,6.6,7.7
56.28.03.048.02,Оренбург,пашня,3.0,2023,Залежь,"Залежь, лес",,25.83,,,,классическая с плугом,,82.5,118.8,6.6,7.7
56.28.03.049.00,Оренбург,пашня,4.0,2023,Одн.тр.суданская тр.корм.,Лён масличный; Пар,,185.13,Девятка,РС-1,Покупные,классическая с плугом,2.5,82.5,128.15,7.92,8.03
56.28.03.050.00,Оренбург,пашня,1.0,2023,Кукуруза силос,Пар,,78.66,,,Покупные,классическая с плугом,4.0,85.8,73.48,6.38,8.58
56.28.07.001.00,Оренбург,пашня,3.0,2023,Кукуруза зерно,Лён масличный,,272.37,Дельфин,F1,Покупные,классическая с плугом,,66.0,83.38,7.15,7.15
56.28.07.002.00,Оренбург,пашня,4.0,2023,Яр.ячмень,Лён масличный,,224.6,Вакула,РС-1,Свои,классическая с плугом,3.05,69.3,74.58,7.59,7.04
56.28.07.003.00,Оренбург,пашня,4.0,2023,Яр.ячмень,Лён масличный,,462.99,Вакула,РС-1,Свои,классическая с плугом,3.05,69.3,88.0,7.37,7.37
56.28.07.005.00,Оренбург,пашня,4.0,2023,Кукуруза силос,Лён масличный,,916.25,,,Покупные,классическая с плугом,4.0,72.6,75.9,6.82,8.03
56.28.07.006.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3.0,393.39,Сарга,РС-1,Покупные,классическая с плугом,3.0,59.4,56.65,7.15,8.14
56.28.07.007.00,Оренбург,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,,519.46,,,Покупные,классическая с плугом,4.0,75.9,74.25,7.26,8.03
56.28.08.001.00,Оренбург,пашня,4.0,2023,Лён масличный,Подсолнечник,,31.75,Бирюза,,,,1.5,59.4,75.9,6.71,7.81
56.28.08.002.00,Оренбург,пашня,2.0,2023,Лён масличный,Яр.пшеница твёрдая; Лён масличный,,65.32,Флиз,РС-1,Свои,классическая с плугом,1.5,69.3,90.53,7.81,7.48
56.28.08.010.00,Оренбург,пашня,3.0,2023,Яр.пшеница твёрдая,Чечевица,,163.45,Вольнодонская,РС-1,Свои,классическая с плугом,2.95,79.2,99.33,7.7,7.7
56.28.10.007.00,Оренбург,пашня,4.0,2023,Подсолнечник,"Чечевица, Одн.тр.суданская тр.корм.",,296.56,Зета 100 ,,Покупные,классическая с плугом,1.89,75.9,96.69,8.03,7.48
56.28.10.009.00,Оренбург,пашня,4.0,2023,Подсолнечник,Эсп.+костр.пр.лет корм,,60.68,Кинельская 100,РС-1,Покупные,классическая с плугом,1.89,82.5,67.98,7.81,7.7
56.28.10.010.00,Оренбург,пашня,4.0,2023,Подсолнечник,Кукуруза силос,,184.35,Девятка,РС-1,Покупные,минимальная,1.89,69.3,61.38,7.26,7.7
56.28.10.011.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,5.0,87.48,Сарга,РС-1,,классическая с плугом,3.0,69.3,63.25,7.37,7.26
56.28.10.014.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,5.0,22.29,Сарга,РС-1,,,3.0,75.9,81.73,7.7,7.48
56.28.10.015.00,Оренбург,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,0.0,25.4,Сарга,РС-1,,,3.0,99.0,75.13,8.03,7.7
56.28.10.022.00,Оренбург,пашня,4.0,2023,Одн.тр.суданская тр.корм.,Подсолнечник,,159.89,Кинельская 100,РС-1,Покупные,минимальная,2.5,42.9,44.55,7.04,8.69
56.28.10.023.00,Оренбург,пашня,4.0,2023,Оз.пшеница мягкая,Люцерна пр.лет корм,,162.61,Скипетр,РС-3,Свои,классическая с плугом,3.8,46.2,43.45,7.15,8.36
56.28.10.024.00,Оренбург,пашня,4.0,2023,Подсолнечник,Яр.ячмень,,108.04,Кинельская 100,РС-1,Покупные,минимальная,1.89,63.8,51.37,7.26,7.04
56.28.10.025.00,Оренбург,пашня,4.0,2023,Эспарцет пр.лет корм,Эспарцет пр.лет корм,5.0,148.57,Песчаный 1251,,,классическая с плугом,3.5,89.1,76.45,7.59,7.59
56.28.10.027.00,Оренбург,пашня,2.0,2023,Эспарцет пр.лет корм,Эспарцет пр.лет корм,5.0,145.83,Песчаный 1251,,,классическая с плугом,3.5,79.2,67.1,6.93,8.47
56.28.10.028.00,Оренбург,пашня,2.0,2023,Кукуруза силос,Люцерна пр.лет корм,,105.47,Зета 100 ,РС-2,Покупные,классическая с плугом,4.0,72.6,58.63,6.6,8.03
56.28.10.029.00,Оренбург,пашня,4.0,2023,Кукуруза силос,Мн.травосм.пр.лет корм,,73.64,,РС-2,Покупные,классическая с плугом,4.0,72.6,74.58,7.59,8.58
56.28.10.030.00,Оренбург,пашня,4.0,2023,Подсолнечник,Эсп.+костр.пр.лет корм,,66.54,Бельский,РС-1,Покупные,классическая с плугом,1.89,75.9,88.0,8.25,8.58
56.28.14.003.00,Оренбург,пашня,2.0,2023,Пар,Подсолнечник,,256.83,,,,,,82.5,122.1,7.15,8.03
56.28.15.001.00,Оренбург,пашня,3.0,2023,Гречиха,Оз.пшеница мягкая,,278.22,Девятка,,Покупные,минимальная,1.4,75.9,71.28,7.26,8.36
56.28.15.003.00,Оренбург,пашня,3.0,2023,Гречиха,Оз.пшеница мягкая,,72.22,Девятка,,Покупные,минимальная,1.4,66.0,93.83,7.81,8.36
56.28.15.006.00,Оренбург,пашня,3.0,2023,Подсолнечник,Оз.пшеница мягкая,,167.72,,,Покупные,классическая с плугом,1.89,62.7,73.48,5.94,8.03
56.28.15.008.00,Оренбург,пашня,4.0,2023,Подсолнечник,Оз.пшеница мягкая,,174.19,,,Покупные,классическая с плугом,1.89,62.7,65.45,7.26,7.59
63.21.06.002.00,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,65.76,,,,,2.0,275.0,257.77,7.92,8.03
63.21.06.003.01,Самара,пашня,3.0,2023,Яр.ячмень,Подсолнечник,,146.61,Вакула,РС-1,Покупные,нулевая с прямым посевом,3.0,180.03,216.7,8.47,5.94
63.21.06.003.02,Самара,пашня,3.0,2023,Яр.пшеница мягкая,Подсолнечник,,9.27,,,,,,180.03,216.7,8.47,5.94
63.21.06.007.01,Самара,пашня,3.0,2023,Яр.ячмень,Подсолнечник,,44.89,Вакула,РС-1,Покупные,нулевая с прямым посевом,3.0,171.16,205.92,9.5,7.37
63.21.06.007.02,Самара,пашня,3.0,2023,Яр.ячмень,Подсолнечник,,42.39,Вакула,РС-1,Покупные,нулевая с прямым посевом,3.0,171.16,205.92,9.5,7.37
63.21.06.007.03,Самара,пашня,4.0,2023,Яр.ячмень,Подсолнечник,,4.36,Вакула,РС-1,Покупные,нулевая с прямым посевом,3.0,171.16,205.92,9.5,7.37
63.21.06.008.01,Самара,пашня,3.0,2023,Яр.ячмень,Подсолнечник,,152.64,Вакула,РС-1,Покупные,нулевая с прямым посевом,3.0,192.5,170.1,9.44,7.4
63.21.06.008.02,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Лён масличный,1.0,43.45,Сарга,,Покупные,,,192.5,170.1,9.44,7.4
63.21.06.008.03,Самара,пашня,3.0,2023,Яр.ячмень,Подсолнечник,,39.58,Вакула,РС-1,Покупные,нулевая с прямым посевом,3.0,192.5,170.1,9.44,7.4
63.21.06.008.04,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Лён масличный,1.0,32.7,Сарга,,Покупные,,,192.5,170.1,9.44,7.4
63.21.06.010.01,Самара,пашня,3.0,2023,Кукуруза силос,Лён масличный,,219.93,,РСт,Покупные,классическая с плугом,5.0,130.53,192.81,7.52,6.6
63.21.06.010.02,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Лён масличный,1.0,171.88,Сарга,РС-1,Покупные,классическая с плугом,2.0,130.53,192.81,7.52,6.6
63.21.06.010.03,Самара,пашня,3.0,2023,Залежь,Лён масличный,,61.02,,,,,,130.53,192.81,7.52,6.6
63.21.06.010.04,Самара,пашня,3.0,2023,Строительство,Лён масличный,,149.29,,,Покупные,нулевая с прямым посевом,,130.53,192.81,7.52,6.6
63.21.06.010.05,Самара,пашня,3.0,2023,Кукуруза силос,Лён масличный,,71.49,Каскад 166,,Покупные,нулевая с прямым посевом,5.0,130.53,192.81,7.52,6.6
63.21.06.011.00,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,190.15,Вега 87,РСт,Покупные,классическая с плугом,2.0,140.04,231.69,10.01,6.49
63.21.06.012.00,Самара,пашня,3.0,2023,Кукуруза силос,Оз.пшеница мягкая,,31.12,П 7043,РСт,Покупные,классическая с плугом,5.0,199.65,220.0,6.82,6.6
63.21.06.013.00,Самара,пашня,3.0,2023,Кукуруза силос,Кукуруза силос,,39.39,,РСт,Покупные,классическая с плугом,5.0,189.75,242.0,6.93,6.05
63.21.06.014.01,Самара,пашня,3.0,2023,Кукуруза силос,Лён масличный,,34.5,,РСт,Покупные,классическая с плугом,5.0,92.56,138.6,7.89,6.03
63.21.06.014.02,Самара,пашня,3.0,2023,Кукуруза силос,Оз.пшеница мягкая,,44.61,Талисман,РСт,Покупные,классическая с плугом,5.0,92.56,138.6,7.89,6.03
63.21.06.014.03,Самара,пашня,3.0,2023,Кукуруза силос,Оз.пшеница мягкая,,60.39,Талисман,РСт,Покупные,классическая с плугом,5.0,92.56,138.6,7.89,6.03
63.21.06.016.01,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,51.1,Вега 87,РС-1,Покупные,классическая с плугом,,237.2,234.81,8.1,7.69
63.21.06.016.02,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,30.51,Вега 87,РС-1,Покупные,классическая с плугом,,237.2,234.81,8.1,7.69
63.21.06.016.03,Самара,пашня,4.0,2023,Люцерна 1 г.ж.корм,Лён масличный,1.0,104.26,Вега 87,РС-1,Покупные,классическая с плугом,,237.2,234.81,8.1,7.69
63.21.06.016.04,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Лён масличный,1.0,117.11,Вега 87,РС-1,Покупные,классическая с плугом,,237.2,234.81,8.1,7.69
63.21.06.016.05,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,37.47,Вега 87,РС-1,Покупные,классическая с плугом,,237.2,234.81,8.1,7.69
63.21.06.017.00,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1.0,40.25,Вега 87,РС-1,Покупные,классическая с плугом,,217.25,260.7,8.91,7.7
63.21.06.018.01,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,129.0,Вега 87,РС-1,Покупные,классическая с плугом,,240.86,242.63,7.6,7.64
63.21.06.018.02,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,41.59,Вега 87,РС-1,Покупные,классическая с плугом,,240.86,242.63,7.6,7.64
63.21.06.018.03,Самара,пашня,4.0,2023,Яр.ячмень,Подсолнечник,,103.61,Вакула,РС-1,Покупные,нулевая с прямым посевом,3.0,240.86,242.63,7.6,7.64
63.21.06.018.04,Самара,пашня,3.0,2023,Яр.ячмень,Подсолнечник,,37.53,Вакула,РС-1,Покупные,нулевая с прямым посевом,3.0,240.86,242.63,7.6,7.64
63.21.06.018.05,Самара,пашня,3.0,2023,Пар,Залежь,,12.7,,,,,,240.86,242.63,7.6,7.64
63.21.06.019.01,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,126.71,Сарга,,Покупные,,,180.4,267.93,9.85,7.57
63.21.06.019.02,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Лён масличный,1.0,39.29,Сарга,,Покупные,,,180.4,267.93,9.85,7.57
63.21.06.020.01,Самара,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,106.57,Сарга,,Покупные,,,212.44,237.33,10.62,7.81
63.21.06.020.02,Самара,пашня,3.0,2023,Кукуруза силос,Оз.пшеница мягкая,,91.99,Кромвелл,РСт,Покупные,классическая с плугом,5.0,212.44,237.33,10.62,7.81
63.21.06.022.01,Самара,пашня,3.0,2023,Яр.ячмень,Подсолнечник,,258.85,Вакула,РС-1,Покупные,нулевая с прямым посевом,3.0,112.71,207.22,9.06,7.55
